Cell_ID,Sample,x,y,Cell_Type
mouse2_slice229-274117126512516633487039763183063063770,mouse2_slice229,-4834.48915679231,-2232.91875313595,L6 CT
mouse2_slice229-274173018304651724311914270781703042485,mouse2_slice229,-4712.8498108685,-1049.4735269919,Micro
mouse2_slice229-274220650990133062878527430685092213745,mouse2_slice229,-6294.56756148115,-2020.49550355226,Astro
mouse2_slice229-274336288768000912385689082865418635793,mouse2_slice229,-4927.28031038493,-1631.46252759546,L4/5 IT
mouse2_slice229-274412498789254222249140673936312044637,mouse2_slice229,-4637.84180667996,-1193.80450444669,L2/3 IT
mouse2_slice229-274430504238955280100067036264231556331,mouse2_slice229,-5865.13498076536,-689.618525646627,PVM
mouse2_slice229-274518112017676450341142381897219570232,mouse2_slice229,-5755.59880943596,-1954.41900576651,L6 IT
mouse2_slice229-274526793636904504732394267457033130702,mouse2_slice229,-4977.62430869788,-1348.40578037873,Peri
mouse2_slice229-274593741712539523264158316937162203493,mouse2_slice229,-4719.14281065762,-1286.02950135618,L2/3 IT
mouse2_slice229-274606281339921442949027725519023485916,mouse2_slice229,-6127.44306037948,-2099.32075091079,Oligo
mouse2_slice229-274656636558729643138459494736223233709,mouse2_slice229,-5474.40630545467,-1580.46752930433,Oligo
mouse2_slice229-274681504553282259399571336825943517448,mouse2_slice229,-5224.76755711809,-1884.56475140527,Oligo
mouse2_slice229-274817259967386366641893774807744210286,mouse2_slice229,-5112.75216087177,-2025.36715338901,L6 IT
mouse2_slice229-274864999373142121528151399794599307207,mouse2_slice229,-4698.19146135971,-2167.98150531203,L6 CT
mouse2_slice229-274918239207997636836095458980070944419,mouse2_slice229,-6255.52730608732,-1897.53050097078,Lamp5
mouse2_slice229-275051272405454193575973733785936871146,mouse2_slice229,-5009.63180762529,-2067.91000196338,L6 CT
mouse2_slice229-275082066671538831771161861503199791757,mouse2_slice229,-5307.75031103939,-1007.2778784059,Pvalb
mouse2_slice229-275230996197412008710941330294254528307,mouse2_slice229,-5465.72630574554,-1560.27567998096,L5 ET
mouse2_slice229-275353045771728545508058232688232769703,mouse2_slice229,-6030.68080691993,-1615.29602813721,L6 IT
mouse2_slice229-275449649041533593659643450720271158456,mouse2_slice229,-6570.79423392676,-1928.70450662822,Oligo
mouse2_slice229-275452821806591440277143191997055522120,mouse2_slice229,-5760.15580928326,-621.578177926689,VLMC
mouse2_slice229-27546787684552428483842168014055188162,mouse2_slice229,-5349.52280963957,-2092.97350112349,Endo
mouse2_slice229-275550520060753355941549657457430774543,mouse2_slice229,-5334.97296012714,-1824.72700341046,L5/6 NP
mouse2_slice229-275563074158579629702207770087811000328,mouse2_slice229,-5025.04965710864,-1403.90352851897,L4/5 IT
mouse2_slice229-275597448178728886202645948758203643589,mouse2_slice229,-6403.55038282908,-1906.21050067991,Astro
mouse2_slice229-275791712171453555556732124599175477112,mouse2_slice229,-5700.31263628863,-1193.8099294465,L4/5 IT
mouse2_slice229-275981443555594260717766757314688366934,mouse2_slice229,-4691.24746159241,-1582.14385424815,L4/5 IT
mouse2_slice229-276164479373185159717033360533714136010,mouse2_slice229,-5613.42930749804,-1897.96992595606,L5 IT
mouse2_slice229-276179878769234437490877882760711667815,mouse2_slice229,-6490.80065490529,-788.9220046103,Endo
mouse2_slice229-276194758596598876048307102671128517926,mouse2_slice229,-4902.43381121755,-1690.920525603,SMC
mouse2_slice229-276263461887305417250099308372924348530,mouse2_slice229,-6626.34080706537,-2017.24050366133,Lamp5
mouse2_slice229-276482091500865651525653324350071524055,mouse2_slice229,-5539.76865996644,-1397.7732787244,L4/5 IT
mouse2_slice229-276498031037197763693137611485862956604,mouse2_slice229,-5993.25915817395,-1569.30287967846,Pvalb
mouse2_slice229-276539504425291440605877780364317662387,mouse2_slice229,-5833.34448183067,-1219.89875357226,L4/5 IT
mouse2_slice229-276566722094731904407049345917608936031,mouse2_slice229,-5578.49230866879,-1289.39300124347,L4/5 IT
mouse2_slice229-276568722441228046219084649082009038495,mouse2_slice229,-6446.84730637819,-703.94052516669,Lamp5
mouse2_slice229-276592665934626484429195083427494350311,mouse2_slice229,-5104.60381114483,-1032.5475275591,L2/3 IT
mouse2_slice229-276635242027577059758779543585180301055,mouse2_slice229,-6571.98230888695,-1044.79717714861,L4/5 IT
mouse2_slice229-276894695087008233162914676588826437011,mouse2_slice229,-5223.89955714718,-1298.23575094715,L4/5 IT
mouse2_slice229-27699316730920658456782410191543560043,mouse2_slice229,-5563.31315917745,-1511.90638160184,Oligo
mouse2_slice229-277039625959294933671036961535246837352,mouse2_slice229,-6520.1193106249,-1897.20500098169,Oligo
mouse2_slice229-277047167266799470120644482166783186834,mouse2_slice229,-5370.56638393439,-2126.96850668639,OPC
mouse2_slice229-277147745281667603191413911465023703135,mouse2_slice229,-6284.6053051129,-818.325503624976,L2/3 IT
mouse2_slice229-27719335162944708420131613548283616657,mouse2_slice229,-5150.07073462121,-1766.35400536656,L5 ET
mouse2_slice229-277252380326014038148497018680444580242,mouse2_slice229,-5177.40730870515,-1286.24650134891,L2/3 IT
mouse2_slice229-277286887516416962692622558416528940825,mouse2_slice229,-6254.22530613095,-1660.86602661014,L6 CT
mouse2_slice229-277295700072478343417424942132226651760,mouse2_slice229,-4831.42945689484,-2341.62440853566,PVM
mouse2_slice229-277303863616692878122492195595640552404,mouse2_slice229,-6009.62095762566,-1650.34152696282,L5/6 NP
mouse2_slice229-27738143855964005648761779346066292534,mouse2_slice229,-6533.30206018314,-1377.10402941704,Micro
mouse2_slice229-277428663102627905929698263748015691047,mouse2_slice229,-6366.6658090651,-1551.60653027147,L6 CT
mouse2_slice229-277444987027582205079354733993308100962,mouse2_slice229,-4739.43230997771,-1442.20402723551,L4/5 IT
mouse2_slice229-277511767050940764521928720282243403117,mouse2_slice229,-5774.58088379987,-1065.09752646834,L2/3 IT
mouse2_slice229-277525907087311903327153344965624039336,mouse2_slice229,-6223.62830715626,-1357.25938008204,PVM
mouse2_slice229-277623021043724705702757923643706288424,mouse2_slice229,-5817.97545734569,-1009.70285332464,SMC
mouse2_slice229-277847300003969457574618698007532803057,mouse2_slice229,-5338.88980999589,-1205.42485405728,Astro
mouse2_slice229-277866238599777029915791759098935181247,mouse2_slice229,-5387.60630836338,-1059.34702666104,Pvalb
mouse2_slice229-277879756900835211365813051282807805389,mouse2_slice229,-6344.80305979773,-1516.52652474493,L5 ET
mouse2_slice229-27788919263336477131891404449270017643,mouse2_slice229,-5557.76880936325,-1224.83550340682,L4/5 IT
mouse2_slice229-277980729363030897950047905369004538592,mouse2_slice229,-6660.51830592006,-1121.77135686055,L5 ET
mouse2_slice229-278048806693738860240584617780020394760,mouse2_slice229,-5326.36348541565,-2055.64950237423,Oligo
mouse2_slice229-27806009081908683273181601884260300869,mouse2_slice229,-4817.38955736533,-2343.57740847021,Astro
mouse2_slice229-278065813710700428249012844068597761100,mouse2_slice229,-6066.48580572009,-1229.39250325412,L5 IT
mouse2_slice229-278128694559060148757679259856899794803,mouse2_slice229,-5857.6973060146,-1938.08975631371,Astro
mouse2_slice229-278142937639717712980547293796220160609,mouse2_slice229,-5726.19531042129,-1062.16802656651,Peri
mouse2_slice229-278149753442758150237186092712025309455,mouse2_slice229,-6390.64430826157,-1147.09525601193,L5 IT
mouse2_slice229-278150382952839803393642032813364886116,mouse2_slice229,-5538.67281000316,-1191.09200453758,Endo
mouse2_slice229-278162353348730075064508650032555512982,mouse2_slice229,-4680.03398696817,-1313.14870656021,L2/3 IT
mouse2_slice229-278165337178242683785203718274221555440,mouse2_slice229,-5018.42030733079,-2162.66500549018,L6 CT
mouse2_slice229-278208338751542688434227087474776064212,mouse2_slice229,-5294.5873047784,-1762.99050547928,L5 IT
mouse2_slice229-278209259617553587899739538875264882137,mouse2_slice229,-5638.70980665088,-892.745651131123,L2/3 IT
mouse2_slice229-27821150440859690596859833383263159088,mouse2_slice229,-5765.91173409037,-1231.45400318503,L4/5 IT
mouse2_slice229-278238859177975404780797918338822146643,mouse2_slice229,-5160.91530925781,-1944.22000610828,L5 IT
mouse2_slice229-278371655371911738531542815252599112629,mouse2_slice229,-4955.59880943596,-2324.53615006581,L6 CT
mouse2_slice229-278386133313912875064533392673531854316,mouse2_slice229,-5017.66080735624,-2204.43750409037,PVM
mouse2_slice229-278429748968245763309987020251959759082,mouse2_slice229,-6311.43931091577,-580.359029307961,VLMC
mouse2_slice229-278449553385993757956519572127283827399,mouse2_slice229,-6212.01338254549,-701.228025257587,Astro
mouse2_slice229-278494589574785689368007855457849792173,mouse2_slice229,-5635.0208067745,-652.614601886645,VLMC
mouse2_slice229-278665503619312996136115529154516509043,mouse2_slice229,-5844.01545647308,-1787.63085465357,Sst
mouse2_slice229-278682609380824195451855197404991889118,mouse2_slice229,-5613.5378074944,-2057.60250230879,Oligo
mouse2_slice229-278692810882063377660487962984529325413,mouse2_slice229,-5116.10481075943,-1445.55667712316,L4/5 IT
mouse2_slice229-278761117019799901666823685792770116843,mouse2_slice229,-5352.7778095305,-2218.59675361589,Micro
mouse2_slice229-278842429636222760543569685494895621196,mouse2_slice229,-4960.26430927962,-1807.3670039922,L5/6 NP
mouse2_slice229-278868911554319685672155125318507908688,mouse2_slice229,-5852.48930618912,-1115.22452478856,L4/5 IT
mouse2_slice229-278899988625874417902351757644022828688,mouse2_slice229,-5131.62031023949,-1807.47550398856,L5 IT
mouse2_slice229-278926388270626311682579649709833471882,mouse2_slice229,-6412.12730754167,-649.582026988268,Vip
mouse2_slice229-27898147070092144502837533679930454881,mouse2_slice229,-5797.04580804706,-1524.15603119135,L5 IT
mouse2_slice229-279030717500789981965972064096669023589,mouse2_slice229,-4827.85980701447,-1549.43653034419,L4/5 IT
mouse2_slice229-279052059142392948718492810604563276706,mouse2_slice229,-6006.37680773437,-588.91967902109,VLMC
mouse2_slice229-279069645338981950614525371502448308668,mouse2_slice229,-4980.39105860516,-1117.42050700635,L2/3 IT
mouse2_slice229-279080344155768420504445155694530696732,mouse2_slice229,-5442.29030653089,-1860.85750219971,L6 IT
mouse2_slice229-27912461612969854957252036089379746944,mouse2_slice229,-5957.05813438706,-1378.46027937159,Endo
mouse2_slice229-279141560426186901322108893837034119681,mouse2_slice229,-4989.3423083052,-1127.7171566613,L2/3 IT
mouse2_slice229-279185085137091174863934030921805786116,mouse2_slice229,-5307.4248110503,-1055.65802678466,L2/3 IT
mouse2_slice229-279343445704556284055824497615384662545,mouse2_slice229,-6688.72830497473,-1496.88802540302,L6 CT
mouse2_slice229-279446982775260439400105239926969409034,mouse2_slice229,-6658.62498098351,-1969.82600525022,Oligo
mouse2_slice229-2795013593649806838442813052710403210,mouse2_slice229,-5018.31180733442,-2344.11990845203,L6 CT
mouse2_slice229-279528234268577621208224736736510621782,mouse2_slice229,-6557.22630938143,-1156.91450568289,L5 ET
mouse2_slice229-279688541246996432245264797406765289526,mouse2_slice229,-5104.15896115974,-1799.01250427216,Pvalb
mouse2_slice229-279708295269404640088230669796530910576,mouse2_slice229,-5450.4278062582,-1944.54550609738,L6 IT
mouse2_slice229-279943008192284709814892630019999475559,mouse2_slice229,-4885.39931178838,-1345.9536804609,L4/5 IT
mouse2_slice229-279954478275123914960223374746839767828,mouse2_slice229,-5046.52180638909,-1424.30152783543,L4/5 IT
mouse2_slice229-279972266157717796138208596451545214649,mouse2_slice229,-5782.72380852699,-1821.24957852699,L6 CT
mouse2_slice229-28002523968886376740631010768458739554,mouse2_slice229,-5858.99930597097,-1313.04600045085,L4/5 IT
mouse2_slice229-280134040446100779992012258472924480923,mouse2_slice229,-6594.87580811977,-1780.02500490844,PVM
mouse2_slice229-280173840747694379065892222964952716217,mouse2_slice229,-6091.69773657732,-1454.79002681375,L5 ET
mouse2_slice229-280218633332277144226620055238547318681,mouse2_slice229,-6034.91230677813,-2106.76385066137,Oligo
mouse2_slice229-280227451163887711469933632541888472047,mouse2_slice229,-4736.1230600886,-1394.12767884657,L2/3 IT
mouse2_slice229-280245825595589009050002949001759009744,mouse2_slice229,-5641.25413156562,-2290.5322512053,other
mouse2_slice229-280246795794406305522454294202872435719,mouse2_slice229,-5974.15230881423,-1310.33350054175,L5 IT
mouse2_slice229-280448150754397413356052717286477690051,mouse2_slice229,-6246.41330639273,-866.391002014279,L2/3 IT
mouse2_slice229-280472594922285458822142669432095810958,mouse2_slice229,-4893.49145481512,-1184.59285475537,L2/3 IT
mouse2_slice229-280488505924410329991340042534418881012,mouse2_slice229,-6289.31616165713,-1825.8120033741,L6 IT
mouse2_slice229-280673355988157689608241175843220465707,mouse2_slice229,-5095.9238114357,-1132.3935065046,L2/3 IT
mouse2_slice229-280772255846711593633008434460343748525,mouse2_slice229,-5314.04331082851,-955.729530133307,L2/3 IT
mouse2_slice229-2808037010466498211666672741158346453,mouse2_slice229,-6405.29180777073,-1492.114025563,L6 CT
mouse2_slice229-280829213700766640360361850932165487069,mouse2_slice229,-5276.62513038032,-1891.34600117803,Astro
mouse2_slice229-280862258212196421229445421586093403917,mouse2_slice229,-4662.68830584735,-1406.72452842444,L4/5 IT
mouse2_slice229-28090332505390651191374380586482495224,mouse2_slice229,-4950.39080961049,-1287.04940132201,L2/3 IT
mouse2_slice229-280913247449289189420325738222392769477,mouse2_slice229,-5578.70930866152,-1107.99185732231,L2/3 IT
mouse2_slice229-281073685747445614449181918449494924867,mouse2_slice229,-4794.65880812705,-1166.57100535929,L2/3 IT
mouse2_slice229-281119609239580856993952642063873451980,mouse2_slice229,-6155.27330944687,-2052.61150247604,PVM
mouse2_slice229-281224603185966928068712815117197415060,mouse2_slice229,-6159.71095929816,-1288.64435126856,L5 IT
mouse2_slice229-281225642705016303693800823997040620194,mouse2_slice229,-4669.30680562556,-1009.43702833354,Endo
mouse2_slice229-281290855222982038647172067457503617352,mouse2_slice229,-5420.8073072508,-2029.82650323957,L6 IT
mouse2_slice229-281401215957680890765936627975718741091,mouse2_slice229,-4965.68930909783,-2476.81540400535,Oligo
mouse2_slice229-281478742510933905289001414680443866008,mouse2_slice229,-6433.61030682176,-1636.99602741003,Oligo
mouse2_slice229-281514328891521560279797672930664720893,mouse2_slice229,-6280.59080524743,-1841.87000283599,Oligo
mouse2_slice229-281580455058891672845104977074298599435,mouse2_slice229,-5915.34531078488,-1519.11967465803,PVM
mouse2_slice229-281636476961073289004213244590763296401,mouse2_slice229,-5175.77980875969,-929.255531020463,L2/3 IT
mouse2_slice229-281672170757087019943308107585494150955,mouse2_slice229,-5318.06866069362,-1450.66702695191,L4/5 IT
mouse2_slice229-281696911728639605181124606654987877135,mouse2_slice229,-5742.90430986136,-1512.88634986691,L5 IT
mouse2_slice229-281751811621151434810163723214067644592,mouse2_slice229,-4837.09315670505,-919.490531347692,Astro
mouse2_slice229-281783303555102328487721822313454664143,mouse2_slice229,-5033.39330682904,-1477.03795106821,L4/5 IT
mouse2_slice229-281945270729610285400471852274851251079,mouse2_slice229,-5278.6723120138,-1382.52902923524,L4/5 IT
mouse2_slice229-281983595792473135812425543825893330274,mouse2_slice229,-4613.75480748713,-1140.96500621736,Endo
mouse2_slice229-282013196544813556931603972659056096883,mouse2_slice229,-5841.63930655271,-1133.25065647587,Pvalb
mouse2_slice229-282139453513200008717006144466026862411,mouse2_slice229,-5747.13038471974,-1569.93217965737,Endo
mouse2_slice229-282143030838938917710270775653886015522,mouse2_slice229,-5992.48880819976,-1158.65050562471,L4/5 IT
mouse2_slice229-282407132655454836658321126488944933339,mouse2_slice229,-6383.37480850518,-1939.22900627553,L6b
mouse2_slice229-282520296760202267755065432972079923457,mouse2_slice229,-5568.94430898875,-2135.33385640606,Oligo
mouse2_slice229-282525402540584368871566929736458889030,mouse2_slice229,-6308.56948601194,-1774.54575509205,L6 CT
mouse2_slice229-28266190934898653220962439151705454139,mouse2_slice229,-4639.36080662906,-1181.98885484263,L2/3 IT
mouse2_slice229-282787051264124919851769811979731654574,mouse2_slice229,-5328.69081033766,-1013.77702818811,L2/3 IT
mouse2_slice229-282798379504566932480402770345376649920,mouse2_slice229,-5391.94088321812,-1100.35460028686,L2/3 IT
mouse2_slice229-282811357406412183246381513426544528482,mouse2_slice229,-5744.04355982319,-1167.66143032275,L4/5 IT
